nombre_a,hp_a,ataque_a,defensa_a,velocidad_a,nombre_b,hp_b,ataque_b,defensa_b,velocidad_b,gano_a,turnos,dano_a,dano_b
Daredevil,80,25,252,63,Jar Jar Binks,22,6,27,83,1,22,22,22
Isis,106,117,136,191,Luke Skywalker,57,91,252,106,1,57,57,56
Ray,232,17,41,234,Mongolia,2,24,1,1,1,1,17,0
Black Flash,185,17,67,255,Synch,64,168,136,57,0,2,2,221
Judge Dredd,115,38,239,96,Taskmaster,45,22,252,127,1,45,45,45
Vatican City,1,1,32,255,Iron Monger,208,157,136,63,0,1,1,138
Magikarp,12,11,74,123,Flash III,138,17,72,255,0,12,11,12
Kingpin,92,38,173,63,Winter Soldier,150,75,210,88,0,92,91,92
Scyther,64,208,110,170,Shriek,64,17,99,57,1,1,100,0
JJ Powell,22,17,14,19,Magneto,194,202,199,68,0,1,0,176
Saint Helena,1,1,1,1,Nightcrawler,31,17,199,119,0,1,0,15
Legion,69,255,186,106,Simon Baz,127,229,147,106,0,2,111,90
Invisible Woman,197,17,136,68,Jessica Jones,162,107,133,127,1,162,162,162
Question,80,27,199,68,Greece,3,3,2,1,1,1,25,0
Impulse,138,17,147,255,Darkman,197,27,62,57,0,138,138,138
Maldives,1,1,21,1,Serbia,2,2,2,1,0,1,1,1
Carnage,194,157,226,178,Turks and Caicos Islands,1,1,2,1,1,1,176,0
Jessica Cruz,115,229,133,116,Nina Theroux,22,4,41,19,1,1,160,0
Molten Man,194,184,136,57,Isle of Man,1,1,3,1,1,1,184,0
Question,80,27,199,68,Marvel Girl,97,215,199,119,0,5,4,82
Michelangelo,150,27,186,127,Harley Quinn,150,22,199,83,1,150,150,149
Chad,3,20,1,1,Hydro-Man,185,25,120,63,0,1,0,23
Spider-Gwen,162,136,173,160,Darkhawk,162,75,157,83,1,162,162,161
Malta,1,1,20,1,Kraven II,64,80,213,57,0,1,0,51
Kyle Rayner,138,229,147,127,Ray,232,17,41,234,1,2,345,2
Shadow King,232,22,186,68,Thing,232,213,199,52,0,9,9,246
Silverclaw,97,64,99,88,Thor,232,255,252,211,0,1,0,172
Rocket Raccoon,64,4,157,57,Electabuzz,59,155,76,170,1,59,59,59
Starmie,54,139,117,189,Blackout,185,75,160,114,0,54,54,54
Quicksilver,138,64,136,255,Nightwing,64,20,252,83,1,64,64,63
Forge,64,17,115,29,Macao,1,1,28,1,1,1,1,0
Metallo,220,131,157,57,Utgard-Loki,194,202,157,57,0,5,4,220
DL Hawkins,129,22,136,29,Spider-Girl,150,91,186,152,0,129,128,129
Red Robin,73,20,199,68,Staryu,22,80,74,133,1,22,22,22
Tinkerer,31,17,25,57,John Wraith,64,22,199,88,0,31,30,31
The Comedian,22,27,199,42,Malta,1,1,20,1,1,1,7,0
Silver Surfer,208,255,72,255,Bumblebee,22,64,80,63,1,1,187,0
Dagger,97,17,173,88,T-800,138,80,160,42,0,97,97,97
Raven,162,17,94,73,Gyarados,91,237,108,125,0,2,1,261
Montserrat,1,1,2,2,Red Tornado,138,91,94,170,0,1,0,97
Hybrid,173,157,199,147,Sierra Leone,2,2,2,1,1,1,137,0
Cyclops,97,17,199,57,Rhydon,102,247,168,48,0,2,2,104
T-1000,232,80,186,83,Ghost Rider,232,136,147,63,1,200,200,200
Tiger Shark,162,181,62,116,Molten Man,194,184,136,57,0,2,91,236
Saint Vincent and the Grenadines,1,1,5,1,Lady Deathstrike,197,64,226,106,0,1,0,61
Heard Island and McDonald Islands,1,1,1,1,Cannonball,229,64,136,170,0,1,0,68
Omastar,64,109,175,76,Jean-Luc Picard,69,17,160,42,0,64,64,64
Vindicator,148,157,173,134,Uzbekistan,6,8,2,1,1,1,147,0
Bird-Brain,64,17,99,88,Swarm,208,38,80,127,0,64,63,64
Blue Beetle III,185,80,67,147,Samoa,1,1,2,1,1,1,79,0
Dagger,97,17,173,88,Sylar,64,17,136,29,1,64,64,63
Tonga,1,1,3,1,Misfit,185,75,99,57,0,1,0,75
Palau,1,1,2,1,Nebula,115,128,147,32,0,1,0,141
Jubilee,45,12,226,55,Liechtenstein,1,1,4,2,1,1,8,0
Northern Mariana Islands,1,1,3,1,Namora,97,215,157,106,0,1,0,198
Tuvalu,1,1,7,5,Kenya,9,10,2,1,0,1,1,3
Nebula,115,128,147,32,Green Goblin,138,117,120,96,1,18,144,18
Lebanon,2,1,7,1,Pinsir,59,237,139,133,0,1,0,224
Libya,2,27,1,1,Jersey,1,1,13,2,1,1,16,1
Electro,129,17,157,127,Black Manta,138,64,213,127,0,129,129,129
Bullseye,162,20,173,63,Spock,92,38,94,42,1,92,92,91
Longshot,22,17,173,68,Galactus,232,255,120,211,0,1,0,83
Hydro-Man,185,25,120,63,Boom-Boom,97,17,157,29,1,97,97,96
Shatterstar,148,117,210,114,Feral,64,64,173,114,1,64,64,64
Lapras,128,159,110,86,Vanisher,129,17,99,191,1,2,133,2
Star-Lord,115,43,173,83,Zoom,64,17,62,255,1,64,64,64
Philippines,20,5,6,1,Hawkgirl,229,64,178,134,0,1,0,57
Nina Theroux,22,4,41,19,Plastique,64,17,99,57,0,22,21,22
Naruto Uzumaki,185,202,252,81,Staryu,22,80,74,133,1,1,122,1
She-Thing,185,181,160,52,Namorita,162,181,173,119,0,9,61,188
Niki Sanders,64,128,136,88,Mister Zsasz,64,49,213,83,1,64,64,63
Chad,3,20,1,1,Metron,129,17,62,119,0,1,0,18
Lightning Lad,64,17,99,57,Justice,162,17,67,83,0,64,63,64
Cheetah III,185,255,239,224,Tempest,64,17,147,114,1,1,104,0
Kid Flash,97,1,67,234,New Caledonia,1,1,1,1,1,1,1,0
Mister Knife,69,17,160,42,John Stewart,148,215,160,106,0,2,1,109
Chad,3,20,1,1,Goldeen,38,123,81,91,0,1,0,131
Mysterio,92,17,173,42,Seaking,75,172,88,101,1,75,75,75
Wonder Man,208,255,157,134,Bishop,173,27,160,57,1,2,192,1
Leader,31,17,99,29,Kiribati,1,1,3,1,1,1,15,0
James Bond,80,25,226,42,Horsea,22,70,95,86,1,22,22,22
Captain Marvel II,208,205,136,68,Svalbard and Jan Mayen,1,2,1,1,1,1,225,0
Negasonic Teenage Warhead,22,9,80,19,Mystique,148,22,184,57,0,22,21,22
Saint Helena,1,1,1,1,Space Ghost,92,38,199,83,0,1,0,33
Bishop,173,27,160,57,James Bond,80,25,226,42,1,80,80,79
Palestine,2,1,11,1,Namibia,1,13,1,1,0,1,0,2
Namibia,1,13,1,1,Doctor Doom,232,75,210,50,0,1,0,65
Cyborg,197,131,157,106,U.S. Minor Outlying Islands,1,1,1,113,1,1,134,1
The Cape,73,17,157,57,Aerodactyl,75,198,88,217,0,2,1,78
Captain Marvel II,208,205,136,68,Toxin,194,184,173,178,0,5,116,244
Hitmonlee,43,227,71,136,Psylocke,92,78,226,63,0,7,7,48
Wyatt Wingfoot,1,17,136,29,Iron Monger,208,157,136,63,0,1,0,23
Space Ghost,92,38,199,83,Omastar,64,109,175,76,1,64,64,63
Yellowjacket,64,17,25,29,Cheetah,45,12,173,106,1,45,45,45
Lightning Lord,97,17,99,57,Winter Soldier,150,75,210,88,0,97,96,97
Vision,220,181,173,137,Black Manta,138,64,213,127,1,138,138,137
Falcon,64,25,157,127,Data,92,75,120,52,0,64,64,64
Light Lass,64,17,99,88,Hal Jordan,185,229,173,191,0,1,0,125
Violet Parr,115,14,27,32,Tonga,1,1,3,1,1,1,11,0
Mister Fantastic,162,17,157,45,Micah Sanders,31,12,25,29,1,31,31,30
King Kong,173,255,186,181,Tanzania,9,15,2,1,1,1,266,0
Red Tornado,138,91,94,170,Iron Monger,208,157,136,63,0,3,3,193
Evil Deadpool,232,75,252,127,Steppenwolf,232,255,252,211,0,78,77,234
Cable,129,117,199,57,Daredevil,80,25,252,63,1,80,80,80
Magus,229,255,184,178,Hawkeye II,22,6,120,19,1,1,153,0
Solomon Islands,1,1,1,1,Kiribati,1,1,3,1,1,1,1,0
Polaris,115,184,107,106,T-800,138,80,160,42,1,6,142,5
Simon Baz,127,229,147,106,Moltres,86,188,124,142,1,1,99,45
Iceman,232,75,157,134,Colossus,232,210,199,83,0,5,5,240
Yellowjacket,64,17,25,29,Vaporeon,128,119,81,95,0,1,0,89
John Wraith,64,22,199,88,Rambo,69,27,252,63,0,64,64,64
Oman,2,4,1,1,Misfit,185,75,99,57,0,1,0,84
Yellowjacket II,64,17,62,88,Kraven II,64,80,213,57,0,4,4,71
Maxima,129,229,186,88,Mister Knife,69,17,160,42,1,1,75,0
Gog,166,80,136,119,Moon Knight,97,86,186,57,1,97,97,96
Zambia,4,12,1,1,Zapdos,86,168,117,161,0,1,0,189
Tunisia,3,3,2,1,Spider-Gwen,162,136,173,160,0,1,0,114
Misfit,185,75,99,57,Kazakhstan,4,41,1,1,1,1,64,0
T-1000,232,80,186,83,Mysterio,92,17,173,42,1,92,92,91
Gorilla Grodd,162,131,160,83,Cottonmouth,22,17,54,19,1,1,72,0
Black Bolt,194,168,136,255,Guyana,1,4,1,1,1,1,159,0
Mister Fantastic,162,17,157,45,New Zealand,2,5,1,1,1,1,17,0
Monica Dawson,31,17,226,88,Deadshot,64,17,199,57,0,31,31,31
Gambit,64,17,210,57,Wonder Man,208,255,157,134,0,2,1,83
Greedo,34,17,94,32,Violet Parr,115,14,27,32,0,34,33,34
Luxembourg,1,1,4,1,Master Chief,185,184,252,88,0,1,0,184
Scorpion,197,128,199,152,Yellowjacket,64,17,25,29,1,1,93,0
Saint Kitts and Nevis,1,1,4,1,Starfire,197,202,173,83,0,1,0,201
X-Man,220,131,210,134,Junkpile,208,91,67,42,1,4,262,3
Gog,166,80,136,119,Question,80,27,199,68,1,80,80,79
Monica Dawson,31,17,226,88,Plastic Man,232,157,136,57,0,31,31,31
Aerodactyl,75,198,88,217,Rachel Pirzad,22,1,14,19,1,1,185,0
Kenya,9,10,2,1,Daphne Powell,22,17,14,19,0,1,0,17
Destroyer,227,242,173,147,Killer Frost,80,17,67,32,1,1,195,0
Macedonia,1,1,2,1,Boba Fett,83,17,173,96,0,1,0,14
Stargirl,208,202,133,63,James Bond,80,25,226,42,1,80,80,79
Dazzler,138,17,133,83,Magikarp,12,11,74,123,1,12,12,12
Liberia,2,3,1,1,Yemen,5,9,2,1,0,1,1,7
Darkhawk,162,75,157,83,South Sudan,3,11,1,1,1,1,73,0
Punisher,104,33,252,52,Tigra,87,75,226,134,1,87,87,87
Fin Fang Foom,232,205,173,57,Saint Lucia,1,1,5,1,1,1,199,0
Raphael,150,35,199,127,Jamaica,2,1,5,1,1,1,26,0
Feral,64,64,173,114,Kingpin,92,38,173,63,0,64,64,64
Kingpin,92,38,173,63,Brainiac,208,242,186,160,0,2,1,123
Mew,96,188,139,161,Mantis,185,12,199,83,0,96,96,96
Martinique,1,1,7,1,Chamber,185,17,157,50,0,1,0,10
Dratini,34,117,59,67,Kosovo,1,1,3,1,1,1,117,0
Portugal,3,2,3,1,Guatemala,4,3,3,1,0,3,3,3
Firestar,127,12,72,137,Giganta,197,226,99,57,0,1,1,138
Gladiator,232,255,173,255,Poland,8,6,3,1,1,1,225,0
Kool-Aid Man,22,38,25,19,Madagascar,5,10,2,1,1,1,33,0
T-X,197,157,199,73,Man-Wolf,97,107,173,88,1,97,97,97
Heard Island and McDonald Islands,1,1,1,1,Firebird,31,12,99,101,0,1,0,11
Darkseid,232,255,239,211,Multiple Man,162,20,152,57,1,2,221,1
Blade,115,64,226,96,Pakistan,36,13,4,1,1,1,65,0
Mimic,129,168,99,119,Husk,180,157,157,88,0,3,33,177
Flash III,138,17,72,255,Siren,138,154,147,201,0,2,2,160
Zambia,4,12,1,1,Black Flash,185,17,67,255,0,1,0,17
Rip Hunter,22,12,54,19,Copycat,57,17,147,52,0,22,21,22
Guatemala,4,3,3,1,Marvel Girl,97,215,199,119,0,1,0,203
Havok,138,17,107,63,Power Girl,232,255,186,255,0,1,0,161
Galactus,232,255,120,211,Venom,194,141,210,165,1,5,224,87
Hercules,197,255,252,116,Captain Atom,208,236,199,211,1,4,219,4
New Zealand,2,5,1,1,Goblin Queen,64,17,136,57,0,1,0,16
Zapdos,86,168,117,161,El Salvador,2,1,5,1,1,1,172,0
Steel,208,207,157,134,Macedonia,1,1,2,1,1,1,219,0
John Wraith,64,22,199,88,Groot,162,215,157,83,0,4,4,67
Match,197,242,173,211,The Comedian,22,27,199,42,1,1,47,0
Chansey,255,1,1,67,Daredevil,80,25,252,63,0,11,11,265
Hybrid,173,157,199,147,Deathstroke,232,70,226,88,0,173,173,173
Iron Fist,115,136,252,83,Norfolk Island,1,1,2,4,1,1,123,0
Hulk,232,255,213,160,Ethan Hunt,69,20,239,73,1,5,79,4
Punisher,104,33,252,52,Boom-Boom,97,17,157,29,1,97,97,96
Shadow King,232,22,186,68,Mystique,148,22,184,57,1,148,148,147
Jason Bourne,69,22,252,73,Sierra Leone,2,2,2,1,1,1,21,0
Dagger,97,17,173,88,Namibia,1,13,1,1,1,1,17,0
Han Solo,45,17,147,42,Starfire,197,202,173,83,0,1,0,48
Mayotte,1,1,7,1,John Constantine,92,17,160,19,0,1,0,10
Metallo,220,131,157,57,Mister Sinister,208,117,120,116,1,20,216,20
Kraven II,64,80,213,57,Guam,1,1,5,1,1,1,83,0
Bishop,173,27,160,57,Mach-IV,194,86,136,152,0,173,172,173
Match,197,242,173,211,Sauron,232,215,173,83,1,4,275,125
Siryn,64,12,99,119,Latvia,1,2,2,1,1,1,9,0
Magikarp,12,11,74,123,Martinique,1,1,7,1,1,1,4,0
Ukraine,10,10,2,1,John Stewart,148,215,160,106,0,1,0,195
Bling!,208,27,62,29,Steppenwolf,232,255,252,211,0,2,1,376
Mister Zsasz,64,49,213,83,Silver Surfer,208,255,72,255,0,2,1,78
Black Widow,69,25,252,83,Jim Powell,185,91,41,57,0,69,69,69
Vegeta,220,255,252,234,Tangela,59,99,161,86,1,1,96,0
Liberia,2,3,1,1,Scarlet Witch,162,17,199,73,0,1,0,18
Iceland,1,3,1,1,Exeggutor,91,178,117,76,0,1,0,188
U.S. Minor Outlying Islands,1,1,1,113,Shadow Lass,45,17,199,170,0,1,0,18
Leech,31,4,25,29,X-Man,220,131,210,134,0,1,0,111
Man-Bat,162,38,67,127,Punisher,104,33,252,52,1,104,104,103
Macedonia,1,1,2,1,Odin,220,210,226,170,0,1,0,183
Spider-Girl,150,91,186,152,Blade,115,64,226,96,1,115,115,114
Harry Potter,22,9,120,52,Quill,31,17,25,29,0,22,22,22
Hercules,197,255,252,116,Darkstar,97,12,157,88,1,1,98,0
Robin V,36,12,160,83,Kid Flash,97,1,67,234,0,36,35,36
Flash IV,73,17,115,255,Pakistan,36,13,4,1,1,3,39,2
Han Solo,45,17,147,42,Thor Girl,194,210,173,178,0,1,0,71
Goblin Queen,64,17,136,57,Krypto,208,202,94,255,0,1,0,65
Warp,64,17,120,57,British Indian Ocean Territory,1,1,2,3,1,1,15,0
Jynx,59,90,45,152,Shatterstar,148,117,210,114,0,1,1,75
Jersey,1,1,13,2,Mister Freeze,162,75,62,29,0,1,0,53
Professor X,31,12,72,29,Falcon,64,25,157,127,0,31,30,31
Robin II,64,20,213,68,Drax the Destroyer,197,202,160,63,0,64,64,64
Spock,92,38,94,42,Snorlax,160,208,88,29,0,1,1,108
Morlun,97,149,136,88,Multiple Man,162,20,152,57,0,97,97,97
Purple Man,69,17,14,19,North Korea,5,3,4,1,1,1,12,0
Hawkeye II,22,6,120,19,Ra's Al Ghul,97,64,252,81,0,22,21,22
Montserrat,1,1,2,2,São Tomé and Príncipe,1,1,4,1,1,1,1,0
She-Thing,185,181,160,52,Captain Marvel II,208,205,136,68,0,5,181,203
Zoom,64,17,62,255,Libya,2,27,1,1,1,1,17,0
Man-Wolf,97,107,173,88,Bullseye,162,20,173,63,0,97,97,97
Bloodhawk,185,17,157,127,Indigo,115,157,120,127,1,115,115,115
Sauron,232,215,173,83,Saint Kitts and Nevis,1,1,4,1,1,1,208,0
Mr Incredible,220,210,94,83,Sentry,194,255,94,255,0,2,106,314
Philippines,20,5,6,1,Star-Lord,115,43,173,83,0,1,0,38
Hellboy,220,131,186,52,Nigeria,30,15,4,1,1,1,122,0
Red Hood,64,22,239,57,Omastar,64,109,175,76,0,64,63,64
Tinkerer,31,17,25,57,Mephisto,220,215,99,88,0,1,0,181
Mozambique,5,13,1,1,Scyther,64,208,110,170,0,1,0,198
Invisible Woman,197,17,136,68,Lithuania,2,2,2,1,1,1,17,0
Ymir,232,255,62,68,Equatorial Guinea,1,1,2,1,1,1,282,0
Mister Freeze,162,75,62,29,Misfit,185,75,99,57,0,13,12,162
Tuvalu,1,1,7,5,Deadpool,232,75,252,127,0,1,0,68
Turkmenistan,2,8,1,1,Dazzler,138,17,133,83,0,1,0,14
Supergirl,232,255,186,255,Stardust,255,215,213,255,1,7,298,174
Bishop,173,27,160,57,Lickitung,86,99,103,29,1,86,86,85
Turkmenistan,2,8,1,1,Dazzler,138,17,133,83,0,1,0,14
Mister Sinister,208,117,120,116,Metallo,220,131,157,57,0,19,19,208
Malawi,4,3,3,1,Elektra,64,20,252,75,0,1,0,16
Blink,64,12,157,50,Tunisia,3,3,2,1,1,1,10,0
Superman,232,255,213,255,Firestorm,129,131,99,147,1,1,136,0
Ultron,232,210,157,106,Tunisia,3,3,2,1,1,1,180,0
Light Lass,64,17,99,88,Blob,220,210,178,57,0,1,1,102
Micah Sanders,31,12,25,29,Elongated Man,208,17,94,83,0,31,30,31
Darkstar,97,12,157,88,Papua New Guinea,2,8,1,1,1,1,12,0
Space Ghost,92,38,199,83,Cheetah II,45,43,147,106,1,45,45,45
John Wraith,64,22,199,88,Evil Deadpool,232,75,252,127,0,64,63,64
North Korea,5,3,4,1,Palestine,2,1,11,1,1,2,2,1
Daredevil,80,25,252,63,Mayotte,1,1,7,1,1,1,17,0
Scyther,64,208,110,170,She-Thing,185,181,160,52,0,1,50,66
Uzbekistan,6,8,2,1,French Southern Territories,1,1,1,1,1,1,8,1
Scorpia,64,64,62,106,Professor X,31,12,72,29,1,31,31,30
Boba Fett,83,17,173,96,Catwoman,64,20,213,83,1,64,64,63
Phantom Girl,64,17,99,57,Mayotte,1,1,7,1,1,1,9,0
Mach-IV,194,86,136,152,Senegal,3,4,2,1,1,1,93,0
Articuno,86,159,139,133,John Constantine,92,17,160,19,0,86,86,86
Tiger Shark,162,181,62,116,Croatia,2,2,2,1,1,1,168,0
Kabutops,54,218,146,123,Scarecrow,31,17,120,29,1,1,88,0
Clock King,22,17,94,42,Faora,232,242,226,191,0,1,0,158
Black Adam,232,255,136,234,Wonder Girl,185,229,147,63,1,2,241,102
Electro,129,17,157,127,Saint Helena,1,1,1,1,1,1,14,0
T-X,197,157,199,73,Tokelau,1,1,3,12,1,1,137,0
Red Skull,31,17,199,29,Magneto,194,202,199,68,0,11,10,33
Lesotho,1,1,2,1,Groot,162,215,157,83,0,1,0,205
Cloak,148,17,136,119,Q,232,22,94,42,0,148,148,148
Simon Baz,127,229,147,106,Robin V,36,12,160,83,1,1,66,0
Macao,1,1,28,1,Predator,197,70,226,63,0,1,0,44
Harley Quinn,150,22,199,83,Dash,138,22,67,234,1,138,138,138
Justice,162,17,67,83,Namora,97,215,157,106,0,2,1,293
Chuck Norris,129,202,250,119,Mr Immortal,232,17,67,19,1,2,263,1
Watcher,206,202,136,170,Tokelau,1,1,3,12,1,1,185,0
Kang,162,117,173,147,Vanisher,129,17,99,191,1,8,142,8
King Shark,208,223,94,127,Venezuela,6,15,1,1,1,1,209,0
Saint Pierre and Miquelon,1,1,1,1,Kathryn Janeway,57,12,120,52,0,1,0,10
Songbird,97,86,136,68,Static,115,12,94,106,0,97,96,97
T-1000,232,80,186,83,Lickitung,86,99,103,29,1,86,86,85
Nick Fury,97,20,252,57,Seaking,75,172,88,101,1,75,75,75
Loki,197,157,147,116,Wolfsbane,97,33,99,88,1,2,124,1
Goldeen,38,123,81,91,Captain Britain,138,194,199,127,0,1,0,98
Etrigan,232,215,120,42,Ghost Rider,232,136,147,63,1,4,282,66
Northern Mariana Islands,1,1,3,1,Dratini,34,117,59,67,0,1,0,120
Rogue,64,17,199,29,Watcher,206,202,136,170,0,22,21,66
Claire Bennet,232,14,62,29,Snowbird,97,75,125,68,0,19,18,245
Elongated Man,208,17,94,83,Kosovo,1,1,3,1,1,1,13,0
Slovenia,1,1,2,1,Nova,232,215,199,191,0,1,0,216
Quicksilver,138,64,136,255,Wolverine,232,75,252,127,0,138,138,138
Wallis and Futuna,1,1,2,1,Kabuto,22,149,124,76,0,1,0,129
Booster Gold,162,215,94,106,T-1000,232,80,186,83,1,9,257,8
Myanmar [Burma],11,11,2,1,Vibe,69,17,67,42,0,1,0,17
Ymir,232,255,62,68,Guam,1,1,5,1,1,1,265,0
Supergirl,232,255,186,255,Toad,129,80,62,147,1,1,195,0
Mockingbird,45,72,239,96,Machine Man,194,75,157,88,0,45,45,45
Stormtrooper,34,12,41,19,Master Chief,185,184,252,88,0,1,0,163
Copycat,57,17,147,52,Myanmar [Burma],11,11,2,1,1,1,17,0
Kevin 11,31,9,94,29,Rhyhorn,75,159,132,20,0,1,1,71
Utgard-Loki,194,202,157,57,Sif,185,229,173,170,0,3,56,216
Hitmonlee,43,227,71,136,Scarlet Spider II,92,136,136,152,0,1,0,61
Captain Marvel II,208,205,136,68,Morocco,7,8,2,1,1,1,223,0
Doctor Octopus,92,117,160,83,Killer Croc,208,131,147,88,0,92,91,92
Jack-Jack,185,80,4,170,Sentry,194,255,94,255,0,1,0,245
Lesotho,1,1,2,1,Jubilee,45,12,226,55,0,1,0,11
Silver Surfer,208,255,72,255,Darth Maul,69,117,252,127,0,5,15,215
Japan,25,7,6,1,Synch,64,168,136,57,0,1,0,176
Mr Incredible,220,210,94,83,Mew,96,188,139,161,1,2,137,188
Lizard,162,125,136,68,Shadowcat,57,12,173,52,1,57,57,56
Moonstone,120,168,199,119,Captain Planet,185,223,147,191,0,6,103,145
Captain Marvel II,208,205,136,68,North Korea,5,3,4,1,1,1,199,0
Steel,208,207,157,134,Black Canary,45,12,199,83,1,6,49,5
Kyrgyzstan,2,4,1,1,Guatemala,4,3,3,1,0,1,1,2
Guadeloupe,1,1,5,1,Penguin,64,17,107,29,0,1,0,13
Lapras,128,159,110,86,Hong Kong,2,1,96,1,1,1,56,0
Siren,138,154,147,201,Macao,1,1,28,1,1,1,132,0
Junkpile,208,91,67,42,Spyke,138,22,67,42,1,6,141,5
Maya Herrera,31,17,25,29,Tigra,87,75,226,134,0,1,0,44
Cottonmouth,22,17,54,19,Senegal,3,4,2,1,1,1,17,0
Sobek,106,80,136,57,Poland,8,6,3,1,1,1,83,0
Donatello,138,27,186,116,John Wraith,64,22,199,88,1,64,64,63
Spider-Man,173,136,213,170,Mister Freeze,162,75,62,29,1,3,205,2
Katniss Everdeen,57,12,133,52,Mister Zsasz,64,49,213,83,0,57,56,57
Panama,2,2,2,1,Montserrat,1,1,2,2,1,1,1,1
Maldives,1,1,21,1,Speedy,45,6,173,83,0,1,0,1
Lebanon,2,1,7,1,Jean Grey,45,202,173,52,0,1,0,185
Scyther,64,208,110,170,Black Flash,185,17,67,255,1,2,272,2
Jynx,59,90,45,152,Man of Miracles,232,255,252,255,0,1,0,237
Swamp Thing,232,242,133,63,Kylo Ren,69,107,173,83,1,1,69,1
Russia,28,255,1,1,Changeling,97,17,157,57,1,1,108,15
Micro Lad,64,64,72,68,Blackwulf,69,64,54,19,1,7,73,6
Robin,64,20,213,68,Jean-Luc Picard,69,17,160,42,0,64,64,64
U.S. Minor Outlying Islands,1,1,1,113,Kyle Rayner,138,229,147,127,0,1,0,244
French Polynesia,1,1,2,1,Magneto,194,202,199,68,0,1,0,214
Triton,150,157,133,127,Uganda,7,5,3,1,1,1,165,0
Spock,92,38,94,42,Copycat,57,17,147,52,1,57,57,57
Jolt,73,22,99,68,Sinestro,148,215,133,134,0,1,0,99
Thor,232,255,252,211,Mandarin,64,64,239,57,1,5,76,4
Cable,129,117,199,57,Triton,150,157,133,127,0,129,128,129
Harry Potter,22,9,120,52,Sunspot,57,157,173,88,0,1,0,35
Mandarin,64,64,239,57,Zatanna,64,17,136,57,1,64,64,63
Justice,162,17,67,83,Porygon,59,109,95,48,0,4,4,170
Kathryn Janeway,57,12,120,52,Harley Quinn,150,22,199,83,0,57,56,57
Raven,162,17,94,73,Jordan,2,2,2,1,1,1,14,0
One-Above-All,232,255,252,255,Cyborg,197,131,157,106,1,2,209,1
Slovakia,2,2,3,1,Siryn,64,12,99,119,0,1,0,10
Faora,232,242,226,191,Tokelau,1,1,3,12,1,1,257,0
Malta,1,1,20,1,Firebird,31,12,99,101,0,1,0,1
Kenya,9,10,2,1,Rogue,64,17,199,29,0,1,0,15
Iceman,232,75,157,134,Demogoblin,80,117,147,106,1,80,80,79
Thing,232,213,199,52,Puerto Rico,2,1,7,1,1,1,193,0
Mozambique,5,13,1,1,Saint Kitts and Nevis,1,1,4,1,1,1,8,0
Wolverine,232,75,252,127,Namibia,1,13,1,1,1,1,63,0
Vegeta,220,255,252,234,Shadow King,232,22,186,68,1,4,276,3
Fallen One II,232,215,136,211,Saudi Arabia,6,30,1,1,1,1,197,0
Warpath,162,181,210,119,Kraven II,64,80,213,57,1,64,64,63
Northern Mariana Islands,1,1,3,1,Lobo,232,255,213,137,0,1,0,287
Spyke,138,22,67,42,Lobo,232,255,213,137,0,1,0,203
Tunisia,3,3,2,1,Phoenix,232,255,199,211,0,1,0,254
Marowak,54,149,153,57,Lady Deathstrike,197,64,226,106,0,54,53,54
Shadowcat,57,12,173,52,Black Flash,185,17,67,255,0,57,56,57
Raven,162,17,94,73,Kylo Ren,69,107,173,83,0,13,12,164
Mister Fantastic,162,17,157,45,Gambit,64,17,210,57,1,64,64,64
Moonstone,120,168,199,119,Multiple Man,162,20,152,57,1,11,171,10
Groot,162,215,157,83,Comoros,1,1,6,1,1,1,226,0
Peru,7,20,1,1,Tangela,59,99,161,86,0,1,0,110
Siryn,64,12,99,119,Doctor Doom,232,75,210,50,0,64,64,64
Rey,22,12,80,52,Killer Croc,208,131,147,88,0,1,0,58
Mystique,148,22,184,57,Lady Deathstrike,197,64,226,106,0,148,147,148
Justice,162,17,67,83,Vaporeon,128,119,81,95,0,4,3,214
Monica Dawson,31,17,226,88,Hope Summers,73,17,186,29,0,31,31,31
Hancock,232,229,120,170,Scorpion,197,128,199,152,1,7,204,48
San Marino,1,1,9,3,Pitcairn Islands,1,1,1,3,1,1,1,0
Mister Knife,69,17,160,42,Blink,64,12,157,50,1,64,64,64
Watcher,206,202,136,170,Rogue,64,17,199,29,1,22,66,21
X-23,232,54,239,106,Darkseid,232,255,239,211,0,15,14,236
Professor Zoom,45,17,41,255,Century,148,202,252,134,0,1,1,159
Electro,129,17,157,127,Black Lightning,64,20,186,134,1,64,64,64
U.S. Virgin Islands,1,1,6,1,The Cape,73,17,157,57,0,1,0,10
Moldova,2,2,3,1,Scorpia,64,64,62,106,0,1,0,63
Magog,148,117,178,57,Marshall Islands,1,1,6,2,1,1,96,0
Jean-Luc Picard,69,17,160,42,Ireland,2,2,2,1,1,1,13,0
Jynx,59,90,45,152,Cloak,148,17,136,119,0,59,59,59
Misfit,185,75,99,57,General Zod,232,255,239,245,0,2,1,322
Dragonair,55,157,88,104,Myanmar [Burma],11,11,2,1,1,1,143,0
Captain Marvel II,208,205,136,68,Spyke,138,22,67,42,1,1,154,0
Scarlet Spider,171,131,136,152,Malaysia,6,6,2,1,1,1,140,0
Loki,197,157,147,116,Venezuela,6,15,1,1,1,1,152,0
Songbird,97,86,136,68,Lobo,232,255,213,137,0,1,0,108
Iron Fist,115,136,252,83,Deadpool,232,75,252,127,0,115,114,115
Japan,25,7,6,1,Rick Flag,64,20,239,57,0,2,1,29
